VendorName,Product,ProductCategory,ProductSeries,cpe_vendor,cpe_product,cpe_match_string,nvd_api_url
Say Media,Say Media,Advertising Networks,Advertising,say_media,say_media,cpe:2.3:a:say_media:say_media:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:say_media:say_media:*:*:*:*:*:*:*
Sportority Limited,Minute Media,Advertising Networks,Advertising,sportority_limited,minute_media,cpe:2.3:a:sportority_limited:minute_media:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:sportority_limited:minute_media:*:*:*:*:*:*:*
BuySellAds.com Inc.,BuySellAds,Advertising Networks,Advertising,buysellads_com,buysellads,cpe:2.3:a:buysellads_com:buysellads:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:buysellads_com:buysellads:*:*:*:*:*:*:*
Carbon Ads,Carbon Ads,Advertising Networks,Advertising,carbon_ads,carbon_ads,cpe:2.3:a:carbon_ads:carbon_ads:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:carbon_ads:carbon_ads:*:*:*:*:*:*:*
FederatedMedia,FederatedMedia,Advertising Networks,Advertising,federatedmedia,federatedmedia,cpe:2.3:a:federatedmedia:federatedmedia:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:federatedmedia:federatedmedia:*:*:*:*:*:*:*
Apester Ltd.,Apester,Advertising Networks,Advertising,apester,apester,cpe:2.3:a:apester:apester:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:apester:apester:*:*:*:*:*:*:*
engage:BDR LLC,engageBDR,Advertising Networks,Advertising,engage:bdr,engagebdr,cpe:2.3:a:engage:bdr:engagebdr:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:engage:bdr:engagebdr:*:*:*:*:*:*:*
Nanigans,Nanigans,Advertising Networks,Advertising,nanigans,nanigans,cpe:2.3:a:nanigans:nanigans:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:nanigans:nanigans:*:*:*:*:*:*:*
AdColony Inc.,AdColony,Advertising Networks,Advertising,adcolony,adcolony,cpe:2.3:a:adcolony:adcolony:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adcolony:adcolony:*:*:*:*:*:*:*
MultiView,MultiView,Advertising Networks,Advertising,multiview,multiview,cpe:2.3:a:multiview:multiview:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:multiview:multiview:*:*:*:*:*:*:*
Cogo Labs,CogoCast,Advertising Networks,Advertising,cogo_labs,cogocast,cpe:2.3:a:cogo_labs:cogocast:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:cogo_labs:cogocast:*:*:*:*:*:*:*
Blogher Inc,BlogHer Publishing Network,Advertising Networks,Advertising,blogher,blogher_publishing_network,cpe:2.3:a:blogher:blogher_publishing_network:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:blogher:blogher_publishing_network:*:*:*:*:*:*:*
Speed Shift Media,Speed Shift Media,Advertising Networks,Advertising,speed_shift_media,speed_shift_media,cpe:2.3:a:speed_shift_media:speed_shift_media:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:speed_shift_media:speed_shift_media:*:*:*:*:*:*:*
Glam Inc,Glam Media,Advertising Networks,Advertising,glam,glam_media,cpe:2.3:a:glam:glam_media:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:glam:glam_media:*:*:*:*:*:*:*
Yieldbot Inc,YieldBot,Advertising Networks,Advertising,yieldbot,yieldbot,cpe:2.3:a:yieldbot:yieldbot:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:yieldbot:yieldbot:*:*:*:*:*:*:*
RhythmOne,RhythmOne,Advertising Networks,Advertising,rhythmone,rhythmone,cpe:2.3:a:rhythmone:rhythmone:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:rhythmone:rhythmone:*:*:*:*:*:*:*
Evolve Media LLC,Evolve Media,Advertising Networks,Advertising,evolve_media,evolve_media,cpe:2.3:a:evolve_media:evolve_media:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:evolve_media:evolve_media:*:*:*:*:*:*:*
Intent Media Inc.,Intent Media,Advertising Networks,Advertising,intent_media,intent_media,cpe:2.3:a:intent_media:intent_media:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:intent_media:intent_media:*:*:*:*:*:*:*
ExoClick,ExoClick,Advertising Networks,Advertising,exoclick,exoclick,cpe:2.3:a:exoclick:exoclick:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:exoclick:exoclick:*:*:*:*:*:*:*
Monetize More,Monetize More,Advertising Networks,Advertising,monetize_more,monetize_more,cpe:2.3:a:monetize_more:monetize_more:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:monetize_more:monetize_more:*:*:*:*:*:*:*
Clicktripz,Clicktripz,Advertising Networks,Advertising,clicktripz,clicktripz,cpe:2.3:a:clicktripz:clicktripz:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:clicktripz:clicktripz:*:*:*:*:*:*:*
The Reach Group GmbH,The Reach Group,Advertising Networks,Advertising,the_reach,the_reach,cpe:2.3:a:the_reach:the_reach:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:the_reach:the_reach:*:*:*:*:*:*:*
Kiosked,Kiosked,Advertising Networks,Advertising,kiosked,kiosked,cpe:2.3:a:kiosked:kiosked:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:kiosked:kiosked:*:*:*:*:*:*:*
Innity,Innity,Advertising Networks,Advertising,innity,innity,cpe:2.3:a:innity:innity:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:innity:innity:*:*:*:*:*:*:*
Admixer Limited,Admixer,Advertising Networks,Advertising,admixer_limited,admixer,cpe:2.3:a:admixer_limited:admixer:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:admixer_limited:admixer:*:*:*:*:*:*:*
CPMStar,CPMStar,Advertising Networks,Advertising,cpmstar,cpmstar,cpe:2.3:a:cpmstar:cpmstar:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:cpmstar:cpmstar:*:*:*:*:*:*:*
CPXi,Digital Remedy,Advertising Networks,Advertising,cpxi,digital_remedy,cpe:2.3:a:cpxi:digital_remedy:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:cpxi:digital_remedy:*:*:*:*:*:*:*
Insticator Inc,Insticator,Advertising Networks,Advertising,insticator,insticator,cpe:2.3:a:insticator:insticator:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:insticator:insticator:*:*:*:*:*:*:*
Widespace AB,Widespace,Advertising Networks,Advertising,widespace_ab,widespace,cpe:2.3:a:widespace_ab:widespace:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:widespace_ab:widespace:*:*:*:*:*:*:*
Q1Media Inc.,Q1 Media,Advertising Networks,Advertising,q1media,q1_media,cpe:2.3:a:q1media:q1_media:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:q1media:q1_media:*:*:*:*:*:*:*
Mochi Media,Mochi Media,Advertising Networks,Advertising,mochi_media,mochi_media,cpe:2.3:a:mochi_media:mochi_media:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:mochi_media:mochi_media:*:*:*:*:*:*:*
Clicksor.com,Clicksor,Advertising Networks,Advertising,clicksor_com,clicksor,cpe:2.3:a:clicksor_com:clicksor:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:clicksor_com:clicksor:*:*:*:*:*:*:*
Project Wonderful,Project Wonderful,Advertising Networks,Advertising,project_wonderful,project_wonderful,cpe:2.3:a:project_wonderful:project_wonderful:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:project_wonderful:project_wonderful:*:*:*:*:*:*:*
Vibrant Media Inc.,Vibrant Media,Advertising Networks,Advertising,vibrant_media,vibrant_media,cpe:2.3:a:vibrant_media:vibrant_media:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:vibrant_media:vibrant_media:*:*:*:*:*:*:*
Lanista Concepts Corp,Lanista Concepts,Advertising Networks,Advertising,lanista_concepts,lanista_concepts,cpe:2.3:a:lanista_concepts:lanista_concepts:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:lanista_concepts:lanista_concepts:*:*:*:*:*:*:*
ReactX,ReactX,Advertising Networks,Advertising,reactx,reactx,cpe:2.3:a:reactx:reactx:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:reactx:reactx:*:*:*:*:*:*:*
Gorilla Nation Media,Gorilla Nation,Advertising Networks,Advertising,gorilla_nation_media,gorilla_nation,cpe:2.3:a:gorilla_nation_media:gorilla_nation:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:gorilla_nation_media:gorilla_nation:*:*:*:*:*:*:*
ADikteev / Keep Nation,Adikteev,Advertising Networks,Advertising,adikteev_/_keep_nation,adikteev,cpe:2.3:a:adikteev_/_keep_nation:adikteev:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adikteev_/_keep_nation:adikteev:*:*:*:*:*:*:*
Zucks Inc.,Zucks,Advertising Networks,Advertising,zucks,zucks,cpe:2.3:a:zucks:zucks:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:zucks:zucks:*:*:*:*:*:*:*
Gamer Network,Gamer Network,Advertising Networks,Advertising,gamer_network,gamer_network,cpe:2.3:a:gamer_network:gamer_network:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:gamer_network:gamer_network:*:*:*:*:*:*:*
veoxa.com,Veoxa,Advertising Networks,Advertising,veoxa_com,veoxa,cpe:2.3:a:veoxa_com:veoxa:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:veoxa_com:veoxa:*:*:*:*:*:*:*
Opt-Intelligence,Opt-Intelligence,Advertising Networks,Advertising,opt_intelligence,opt_intelligence,cpe:2.3:a:opt_intelligence:opt_intelligence:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:opt_intelligence:opt_intelligence:*:*:*:*:*:*:*
Survata Inc.,Survata Publisher Network,Advertising Networks,Advertising,survata,survata_publisher_network,cpe:2.3:a:survata:survata_publisher_network:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:survata:survata_publisher_network:*:*:*:*:*:*:*
Monumetric LLC,Monumetric,Advertising Networks,Advertising,monumetric,monumetric,cpe:2.3:a:monumetric:monumetric:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:monumetric:monumetric:*:*:*:*:*:*:*
schibsted.com,Webtraffic,Advertising Networks,Advertising,schibsted_com,webtraffic,cpe:2.3:a:schibsted_com:webtraffic:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:schibsted_com:webtraffic:*:*:*:*:*:*:*
Adsupply Inc.,AdSupply,Advertising Networks,Advertising,adsupply,adsupply,cpe:2.3:a:adsupply:adsupply:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adsupply:adsupply:*:*:*:*:*:*:*
Times Internet Ltd,Colombia,Advertising Networks,Advertising,times_internet,colombia,cpe:2.3:a:times_internet:colombia:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:times_internet:colombia:*:*:*:*:*:*:*
WebSpectator Corporation,WebSpectator,Advertising Networks,Advertising,webspectator_corporation,webspectator,cpe:2.3:a:webspectator_corporation:webspectator:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:webspectator_corporation:webspectator:*:*:*:*:*:*:*
BidVertiser,BidVertiser,Advertising Networks,Advertising,bidvertiser,bidvertiser,cpe:2.3:a:bidvertiser:bidvertiser:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:bidvertiser:bidvertiser:*:*:*:*:*:*:*
Sulvo,Sulvo,Advertising Networks,Advertising,sulvo,sulvo,cpe:2.3:a:sulvo:sulvo:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:sulvo:sulvo:*:*:*:*:*:*:*
LifeStreet Corporation,LifeStreet,Advertising Networks,Advertising,lifestreet_corporation,lifestreet,cpe:2.3:a:lifestreet_corporation:lifestreet:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:lifestreet_corporation:lifestreet:*:*:*:*:*:*:*
IndustryBrains Inc,IndustryBrains,Advertising Networks,Advertising,industrybrains,industrybrains,cpe:2.3:a:industrybrains:industrybrains:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:industrybrains:industrybrains:*:*:*:*:*:*:*
Adtegrity Inc.,Adtegrity,Advertising Networks,Advertising,adtegrity,adtegrity,cpe:2.3:a:adtegrity:adtegrity:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adtegrity:adtegrity:*:*:*:*:*:*:*
PayPal,Where Ads,Advertising Networks,Advertising,paypal,where_ads,cpe:2.3:a:paypal:where_ads:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:paypal:where_ads:*:*:*:*:*:*:*
imonomy,Imonomy,Advertising Networks,Advertising,imonomy,imonomy,cpe:2.3:a:imonomy:imonomy:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:imonomy:imonomy:*:*:*:*:*:*:*
Nuffnang,Nuffnang,Advertising Networks,Advertising,nuffnang,nuffnang,cpe:2.3:a:nuffnang:nuffnang:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:nuffnang:nuffnang:*:*:*:*:*:*:*
MANTIS Ad Network,MANTIS Ad Network,Advertising Networks,Advertising,mantis_ad_network,mantis_ad_network,cpe:2.3:a:mantis_ad_network:mantis_ad_network:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:mantis_ad_network:mantis_ad_network:*:*:*:*:*:*:*
Spoutable LLC,Spoutable,Advertising Networks,Advertising,spoutable,spoutable,cpe:2.3:a:spoutable:spoutable:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:spoutable:spoutable:*:*:*:*:*:*:*
i-mobile Co Ltd.,i-mobile,Advertising Networks,Advertising,i_mobile,i_mobile,cpe:2.3:a:i_mobile:i_mobile:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:i_mobile:i_mobile:*:*:*:*:*:*:*
Ad Dynamo,Ad Dynamo,Advertising Networks,Advertising,ad_dynamo,ad_dynamo,cpe:2.3:a:ad_dynamo:ad_dynamo:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:ad_dynamo:ad_dynamo:*:*:*:*:*:*:*
Intermarkets Inc,Intermarkets,Advertising Networks,Advertising,intermarkets,intermarkets,cpe:2.3:a:intermarkets:intermarkets:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:intermarkets:intermarkets:*:*:*:*:*:*:*
Adinplay,Adinplay,Advertising Networks,Advertising,adinplay,adinplay,cpe:2.3:a:adinplay:adinplay:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adinplay:adinplay:*:*:*:*:*:*:*
Steepto.com,Steepto,Advertising Networks,Advertising,steepto_com,steepto,cpe:2.3:a:steepto_com:steepto:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:steepto_com:steepto:*:*:*:*:*:*:*
akinasista.co.jp,MAIST,Advertising Networks,Advertising,akinasista_co_jp,maist,cpe:2.3:a:akinasista_co_jp:maist:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:akinasista_co_jp:maist:*:*:*:*:*:*:*
Semilo,Semilo,Advertising Networks,Advertising,semilo,semilo,cpe:2.3:a:semilo:semilo:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:semilo:semilo:*:*:*:*:*:*:*
Superawesome Ltd,SuperAwesome AwesomeAds,Advertising Networks,Advertising,superawesome,superawesome_awesomeads,cpe:2.3:a:superawesome:superawesome_awesomeads:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:superawesome:superawesome_awesomeads:*:*:*:*:*:*:*
Adversal Media Inc.,Adversal,Advertising Networks,Advertising,adversal_media,adversal,cpe:2.3:a:adversal_media:adversal:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adversal_media:adversal:*:*:*:*:*:*:*
Amazon,Amazon Associates,Affiliate Networks,Advertising,amazon,amazon_associates,cpe:2.3:a:amazon:amazon_associates:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:amazon:amazon_associates:*:*:*:*:*:*:*
AWIN B.V,AWIN,Affiliate Networks,Advertising,awin_b_v,awin,cpe:2.3:a:awin_b_v:awin:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:awin_b_v:awin:*:*:*:*:*:*:*
Rakuten Marketing,LinkShare,Affiliate Networks,Advertising,rakuten_marketing,linkshare,cpe:2.3:a:rakuten_marketing:linkshare:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:rakuten_marketing:linkshare:*:*:*:*:*:*:*
Pepperjam LLC,Pepperjam,Affiliate Networks,Advertising,pepperjam,pepperjam,cpe:2.3:a:pepperjam:pepperjam:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:pepperjam:pepperjam:*:*:*:*:*:*:*
Impact Radius Inc,Impact Radius,Affiliate Networks,Advertising,impact_radius,impact_radius,cpe:2.3:a:impact_radius:impact_radius:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:impact_radius:impact_radius:*:*:*:*:*:*:*
SkimLinks,SkimLinks,Affiliate Networks,Advertising,skimlinks,skimlinks,cpe:2.3:a:skimlinks:skimlinks:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:skimlinks:skimlinks:*:*:*:*:*:*:*
Escalate Network,Escalate Network,Affiliate Networks,Advertising,escalate_network,escalate_network,cpe:2.3:a:escalate_network:escalate_network:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:escalate_network:escalate_network:*:*:*:*:*:*:*
Viglink,Viglink,Affiliate Networks,Advertising,viglink,viglink,cpe:2.3:a:viglink:viglink:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:viglink:viglink:*:*:*:*:*:*:*
ShareASale.com Inc.,ShareASale,Affiliate Networks,Advertising,shareasale_com,shareasale,cpe:2.3:a:shareasale_com:shareasale:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:shareasale_com:shareasale:*:*:*:*:*:*:*
RevenueWire,RevenueWire,Affiliate Networks,Advertising,revenuewire,revenuewire,cpe:2.3:a:revenuewire:revenuewire:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:revenuewire:revenuewire:*:*:*:*:*:*:*
ClickBank,ClickBank,Affiliate Networks,Advertising,clickbank,clickbank,cpe:2.3:a:clickbank:clickbank:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:clickbank:clickbank:*:*:*:*:*:*:*
AvantLink,AvantLink,Affiliate Networks,Advertising,avantlink,avantlink,cpe:2.3:a:avantlink:avantlink:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:avantlink:avantlink:*:*:*:*:*:*:*
Refersion Inc,Refersion,Affiliate Networks,Advertising,refersion,refersion,cpe:2.3:a:refersion:refersion:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:refersion:refersion:*:*:*:*:*:*:*
Bloglovin' Ab,Bloglovin Activate,Affiliate Networks,Advertising,bloglovin'_ab,bloglovin_activate,cpe:2.3:a:bloglovin'_ab:bloglovin_activate:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:bloglovin'_ab:bloglovin_activate:*:*:*:*:*:*:*
LinkConnector,LinkConnector,Affiliate Networks,Advertising,linkconnector,linkconnector,cpe:2.3:a:linkconnector:linkconnector:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:linkconnector:linkconnector:*:*:*:*:*:*:*
Missing Arrow Enterprises,AffiliateBuzz,Affiliate Networks,Advertising,missing_arrow_enterprises,affiliatebuzz,cpe:2.3:a:missing_arrow_enterprises:affiliatebuzz:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:missing_arrow_enterprises:affiliatebuzz:*:*:*:*:*:*:*
Commission Factory,Commission Factory,Affiliate Networks,Advertising,commission_factory,commission_factory,cpe:2.3:a:commission_factory:commission_factory:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:commission_factory:commission_factory:*:*:*:*:*:*:*
eBay Enterprise,eBay Partner Network,Affiliate Networks,Advertising,ebay_enterprise,ebay_partner_network,cpe:2.3:a:ebay_enterprise:ebay_partner_network:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:ebay_enterprise:ebay_partner_network:*:*:*:*:*:*:*
Webgains UK,Webgains,Affiliate Networks,Advertising,webgains_uk,webgains,cpe:2.3:a:webgains_uk:webgains:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:webgains_uk:webgains:*:*:*:*:*:*:*
Quality Unit LLC,Post Affiliate Pro,Affiliate Networks,Advertising,quality_unit,post_affiliate_pro,cpe:2.3:a:quality_unit:post_affiliate_pro:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:quality_unit:post_affiliate_pro:*:*:*:*:*:*:*
Tapfiliate,Tapfiliate,Affiliate Networks,Advertising,tapfiliate,tapfiliate,cpe:2.3:a:tapfiliate:tapfiliate:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:tapfiliate:tapfiliate:*:*:*:*:*:*:*
TradeTracker.com,TradeTrackercom,Affiliate Networks,Advertising,tradetracker_com,tradetrackercom,cpe:2.3:a:tradetracker_com:tradetrackercom:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:tradetracker_com:tradetrackercom:*:*:*:*:*:*:*
GrowSumo,GrowSumo,Affiliate Networks,Advertising,growsumo,growsumo,cpe:2.3:a:growsumo:growsumo:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:growsumo:growsumo:*:*:*:*:*:*:*
AWIN B.V,zanox,Affiliate Networks,Advertising,awin_b_v,zanox,cpe:2.3:a:awin_b_v:zanox:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:awin_b_v:zanox:*:*:*:*:*:*:*
iDevDirect,iDevAffiliate,Affiliate Networks,Advertising,idevdirect,idevaffiliate,cpe:2.3:a:idevdirect:idevaffiliate:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:idevdirect:idevaffiliate:*:*:*:*:*:*:*
TravelPayouts,Travelpayouts,Affiliate Networks,Advertising,travelpayouts,travelpayouts,cpe:2.3:a:travelpayouts:travelpayouts:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:travelpayouts:travelpayouts:*:*:*:*:*:*:*
affilinet,affilinet,Affiliate Networks,Advertising,affilinet,affilinet,cpe:2.3:a:affilinet:affilinet:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:affilinet:affilinet:*:*:*:*:*:*:*
LeadDyno,LeadDyno,Affiliate Networks,Advertising,leaddyno,leaddyno,cpe:2.3:a:leaddyno:leaddyno:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:leaddyno:leaddyno:*:*:*:*:*:*:*
