VendorName,Product,ProductCategory,ProductSeries,cpe_vendor,cpe_product,total_cves,total_available_in_nvd,critical,high,medium,low,match_method
Adbrain,Adbrain,Data Management Platforms,Advertising,adbrain,adbrain,0,0,0,0,0,0,keyword_vendor_product
Cxense ASA,Cxense,Data Management Platforms,Advertising,cxense_asa,cxense,0,0,0,0,0,0,keyword_product_only
Digilant,Digilant,Data Management Platforms,Advertising,digilant,digilant,0,0,0,0,0,0,keyword_vendor_product
nugg.ad,nuggad,Data Management Platforms,Advertising,nugg_ad,nuggad,0,0,0,0,0,0,keyword_product_only
Datatrics,Datatrics,Data Management Platforms,Advertising,datatrics,datatrics,0,0,0,0,0,0,keyword_vendor_product
ChoiceStream Inc.,ChoiceStream,Data Management Platforms,Advertising,choicestream,choicestream,0,0,0,0,0,0,keyword_product_only
Tail Target,TailTarget,Data Management Platforms,Advertising,tail_target,tailtarget,0,0,0,0,0,0,keyword_product_only
NP6 Ltd,Ezakus,Data Management Platforms,Advertising,np6,ezakus,0,0,0,0,0,0,keyword_product_only
Cohesity,Cohesity DataProtect,Data Management Platforms,Advertising,cohesity,cohesity_dataprotect,1,1,0,0,1,0,keyword_vendor_product
Cohesity,Cohesity DataPlatform,Data Management Platforms,Advertising,cohesity,cohesity_dataplatform,3,3,1,0,2,0,virtualMatchString
Leadspace Inc.,Leadspace,Data Management Platforms,Advertising,leadspace,leadspace,0,0,0,0,0,0,keyword_product_only
1plusX AG,1plusX,Data Management Platforms,Advertising,1plusx,1plusx,0,0,0,0,0,0,keyword_product_only
Gator,GatorIO,Data Management Platforms,Advertising,gator,gatorio,0,0,0,0,0,0,keyword_vendor_product
Rtoaster,Rtoaster,Data Management Platforms,Advertising,rtoaster,rtoaster,0,0,0,0,0,0,keyword_vendor_product
Relay42,Relay42,Data Management Platforms,Advertising,relay42,relay42,0,0,0,0,0,0,keyword_vendor_product
AdThink,AdThink Media BIG,Data Management Platforms,Advertising,adthink,adthink_media_big,0,0,0,0,0,0,keyword_vendor_product
Enreach Group Inc.,Enreach,Data Management Platforms,Advertising,enreach,enreach,0,0,0,0,0,0,keyword_product_only
Mapp Digital US LLC,Mapp Acquire,Data Management Platforms,Advertising,mapp_digital_us,mapp_acquire,3,3,0,0,2,0,keyword_product_only
Cohesity,Cohesity Helios,Data Management Platforms,Advertising,cohesity,cohesity_helios,0,0,0,0,0,0,keyword_vendor_product
Geniee Inc.,GenieeDMP,Data Management Platforms,Advertising,geniee,genieedmp,0,0,0,0,0,0,keyword_product_only
The Trade Desk Inc,The Trade Desk,Demand Side Platforms,Advertising,the_trade_desk,the_trade_desk,1,1,0,1,0,0,keyword_product_only
MediaMath,MediaMath,Demand Side Platforms,Advertising,mediamath,mediamath,0,0,0,0,0,0,keyword_vendor_product
Simpli.fi,Simplifi,Demand Side Platforms,Advertising,simpli_fi,simplifi,103,103,5,26,43,19,keyword_product_only
StackAdapt,StackAdapt,Demand Side Platforms,Advertising,stackadapt,stackadapt,0,0,0,0,0,0,keyword_vendor_product
SiteScout,SiteScout,Demand Side Platforms,Advertising,sitescout,sitescout,0,0,0,0,0,0,keyword_vendor_product
DataXu,DataXu,Demand Side Platforms,Advertising,dataxu,dataxu,0,0,0,0,0,0,keyword_vendor_product
Beeswax,Bidder-as-a-Service (BaaS),Demand Side Platforms,Advertising,beeswax,bidder_as_a_service_(baas),0,0,0,0,0,0,keyword_product_only
Centro Inc,Centro,Demand Side Platforms,Advertising,centro,centro,2,2,0,1,1,0,keyword_vendor_product
TubeMogul,TubeMogul,Demand Side Platforms,Advertising,tubemogul,tubemogul,0,0,0,0,0,0,keyword_vendor_product
Bidtellect,Bidtellect,Demand Side Platforms,Advertising,bidtellect,bidtellect,0,0,0,0,0,0,keyword_vendor_product
Tradelab Programmatic Platform,Tradelab,Demand Side Platforms,Advertising,tradelab_programmatic_platform,tradelab,0,0,0,0,0,0,keyword_product_only
MarketOne,MarketOne,Demand Side Platforms,Advertising,marketone,marketone,0,0,0,0,0,0,keyword_vendor_product
FreakOut,FreakOut,Demand Side Platforms,Advertising,freakout,freakout,0,0,0,0,0,0,keyword_vendor_product
Full Speed ​​Inc.,ADMATRIX DSP,Demand Side Platforms,Advertising,full_speed_​​inc,admatrix_dsp,0,0,0,0,0,0,keyword_product_only
GMO Internet Inc.,GMO DSP,Demand Side Platforms,Advertising,gmo_internet,gmo_dsp,0,0,0,0,0,0,keyword_product_only
Fiksu,Fiksu DSP,Demand Side Platforms,Advertising,fiksu,fiksu_dsp,0,0,0,0,0,0,keyword_vendor_product
GDM Digital (a Ve Interactive company),GDM Digital,Demand Side Platforms,Advertising,gdm_digital_(a_ve_interactive_company),gdm_digital,0,0,0,0,0,0,keyword_product_only
MicroAd,MicroAd Blade,Demand Side Platforms,Advertising,microad,microad_blade,0,0,0,0,0,0,keyword_vendor_product
Geniee Inc.,GenieeDSP,Demand Side Platforms,Advertising,geniee,genieedsp,0,0,0,0,0,0,keyword_product_only
So-net Media Networks Corp.,Logicad,Demand Side Platforms,Advertising,so_net_media_networks,logicad,0,0,0,0,0,0,keyword_product_only
Maverick. inc.,Maverick Sphere,Demand Side Platforms,Advertising,maverick,maverick_sphere,0,0,0,0,0,0,keyword_product_only
SpotXchange,SpotXchange,Digital Advertising,Advertising,spotxchange,spotxchange,0,0,0,0,0,0,keyword_vendor_product
Flashtalking Inc.,Flashtalking,Digital Advertising,Advertising,flashtalking,flashtalking,0,0,0,0,0,0,keyword_product_only
Adobe Systems Inc.,Adobe DTM,Digital Advertising,Advertising,adobe,adobe_dtm,0,0,0,0,0,0,keyword_product_only
Conversant,Conversant Header Bidding,Digital Advertising,Advertising,conversant,conversant_header_bidding,0,0,0,0,0,0,keyword_vendor_product
Flite,Flite,Digital Advertising,Advertising,flite,flite,1,1,0,0,0,1,keyword_vendor_product
Vizergy,Vizergy,Digital Advertising,Advertising,vizergy,vizergy,0,0,0,0,0,0,keyword_vendor_product
Index Exchange,Index Exchange Header Tag,Digital Advertising,Advertising,index_exchange,index_exchange_header_tag,0,0,0,0,0,0,keyword_vendor_product
Influenster,Influenster,Digital Advertising,Advertising,influenster,influenster,0,0,0,0,0,0,keyword_vendor_product
district m,district m Header Bidding,Digital Advertising,Advertising,district_m,district_m_header_bidding,0,0,0,0,0,0,keyword_vendor_product
Flashtalking Inc.,Spongecell,Digital Advertising,Advertising,flashtalking,spongecell,0,0,0,0,0,0,keyword_product_only
Sovrn Holdings Inc,Sovrn Header Suite,Digital Advertising,Advertising,sovrn_holdings,sovrn_header_suite,0,0,0,0,0,0,keyword_product_only
RTB House,RTBHouse Header Bidding,Digital Advertising,Advertising,rtb_house,rtbhouse_header_bidding,0,0,0,0,0,0,keyword_product_only
AdMarvel,AdMarvel,Digital Advertising,Advertising,admarvel,admarvel,0,0,0,0,0,0,keyword_vendor_product
CPX,CPX Interactive,Digital Advertising,Advertising,cpx,cpx_interactive,0,0,0,0,0,0,keyword_vendor_product
Aquantive,Aquantive,Digital Advertising,Advertising,aquantive,aquantive,0,0,0,0,0,0,keyword_vendor_product
Postano,Postano,Digital Advertising,Advertising,postano,postano,0,0,0,0,0,0,keyword_vendor_product
PubMatic,Pubmatic Header Bidding,Digital Advertising,Advertising,pubmatic,pubmatic_header_bidding,0,0,0,0,0,0,keyword_vendor_product
Adyoulike,Adyoulike Header Bidding,Digital Advertising,Advertising,adyoulike,adyoulike_header_bidding,0,0,0,0,0,0,keyword_vendor_product
TripleLift Inc,TripleLift Header Bidding,Digital Advertising,Advertising,triplelift,triplelift_header_bidding,0,0,0,0,0,0,keyword_product_only
Smart AdServer,Smart AdServer Header Bidding,Digital Advertising,Advertising,smart_adserver,smart_adserver_header_bidding,0,0,0,0,0,0,keyword_vendor_product
Sharethrough Inc,Sharethrough Header Bidding,Digital Advertising,Advertising,sharethrough,sharethrough_header_bidding,0,0,0,0,0,0,keyword_product_only
Media.net,Media.net Header Bidding,Digital Advertising,Advertising,media_net,media_net_header_bidding,0,0,0,0,0,0,keyword_vendor_product
Fidelity Media SSP,Fidelity Media Header Bidding,Digital Advertising,Advertising,fidelity_media_ssp,fidelity_media_header_bidding,0,0,0,0,0,0,keyword_product_only
PulsePoint,PulsePoint Header Bidding,Digital Advertising,Advertising,pulsepoint,pulsepoint_header_bidding,0,0,0,0,0,0,keyword_vendor_product
33across Inc.,33Across Header Bidding,Digital Advertising,Advertising,33across,33across_header_bidding,0,0,0,0,0,0,keyword_product_only
Sonobi Media,Sonobi Header Bidding,Digital Advertising,Advertising,sonobi_media,sonobi_header_bidding,0,0,0,0,0,0,keyword_product_only
Intercept Interactive Inc. d.b.a. Undertone,Undertone Header Bidding,Digital Advertising,Advertising,intercept_interactive_inc_d_b_a_undertone,undertone_header_bidding,0,0,0,0,0,0,keyword_product_only
Verizon Media,One by AOL Super Auction,Digital Advertising,Advertising,verizon_media,one_by_aol_super_auction,0,0,0,0,0,0,keyword_product_only
TRUSTX,TrustX Header Bidding,Digital Advertising,Advertising,trustx,trustx_header_bidding,0,0,0,0,0,0,keyword_vendor_product
bRealTime,bRealtime Header Bidding,Digital Advertising,Advertising,brealtime,brealtime_header_bidding,0,0,0,0,0,0,keyword_vendor_product
AdKeeper,AdKeeper,Digital Advertising,Advertising,adkeeper,adkeeper,0,0,0,0,0,0,keyword_vendor_product
Dentsu Aegis Network,DAN Marketplace Header Bidding,Digital Advertising,Advertising,dentsu_aegis_network,dan_marketplace_header_bidding,0,0,0,0,0,0,keyword_product_only
Unruly Group Limited,Unruly Header Bidding,Digital Advertising,Advertising,unruly_group_limited,unruly_header_bidding,0,0,0,0,0,0,keyword_product_only
Improve Digital,360 Polaris Header Bidding,Digital Advertising,Advertising,improve_digital,360_polaris_header_bidding,0,0,0,0,0,0,keyword_product_only
NA,GumGum Header Bidding,Digital Advertising,Advertising,na,gumgum_header_bidding,0,0,0,0,0,0,keyword_product_only
Sekindo,Sekindo Header Bidding,Digital Advertising,Advertising,sekindo,sekindo_header_bidding,0,0,0,0,0,0,keyword_vendor_product
Gamma SSP,Gamma SSP Header Bidding,Digital Advertising,Advertising,gamma_ssp,gamma_ssp_header_bidding,0,0,0,0,0,0,keyword_vendor_product
C1X Inc.,C1X Header Bidding,Digital Advertising,Advertising,c1x,c1x_header_bidding,0,0,0,0,0,0,keyword_product_only
Taboola,Taboola,Native Advertising,Advertising,taboola,taboola,1,1,0,0,1,0,keyword_vendor_product
Outbrain,Outbrain,Native Advertising,Advertising,outbrain,outbrain,0,0,0,0,0,0,keyword_vendor_product
Outbrain,Outbrain - Advertisers,Native Advertising,Advertising,outbrain,outbrain_advertisers,0,0,0,0,0,0,keyword_vendor_product
TripleLift,TripleLift,Native Advertising,Advertising,triplelift,triplelift,0,0,0,0,0,0,keyword_vendor_product
NA,Nativo,Native Advertising,Advertising,na,nativo,0,0,0,0,0,0,keyword_vendor_product
Sharethrough Inc,Sharethrough SFP,Native Advertising,Advertising,sharethrough,sharethrough_sfp,0,0,0,0,0,0,keyword_product_only
Adyoulike,AdyouLike,Native Advertising,Advertising,adyoulike,adyoulike,0,0,0,0,0,0,keyword_vendor_product
Zemanta,Zemanta,Native Advertising,Advertising,zemanta,zemanta,1,1,0,0,1,0,keyword_vendor_product
Revcontent LLC,Revcontent,Native Advertising,Advertising,revcontent,revcontent,0,0,0,0,0,0,keyword_product_only
Leiki,Leiki,Native Advertising,Advertising,leiki,leiki,0,0,0,0,0,0,keyword_vendor_product
Perfect Market,Perfect Market,Native Advertising,Advertising,perfect_market,perfect_market,0,0,0,0,0,0,keyword_vendor_product
Native Ads Inc.,Native Ads,Native Advertising,Advertising,native_ads,native_ads,0,0,0,0,0,0,keyword_product_only
MGID,MGID,Native Advertising,Advertising,mgid,mgid,0,0,0,0,0,0,keyword_vendor_product
Adblade,Adblade,Native Advertising,Advertising,adblade,adblade,0,0,0,0,0,0,keyword_vendor_product
Popin,popIn,Native Advertising,Advertising,popin,popin,1,1,0,1,0,0,keyword_vendor_product
Connatix,Connatix,Native Advertising,Advertising,connatix,connatix,1,1,0,0,1,0,keyword_vendor_product
plista GmbH,Plista,Native Advertising,Advertising,plista,plista,0,0,0,0,0,0,keyword_product_only
dianomi,dianomi,Native Advertising,Advertising,dianomi,dianomi,0,0,0,0,0,0,keyword_vendor_product
DistroScale Inc.,Distroscale,Native Advertising,Advertising,distroscale,distroscale,0,0,0,0,0,0,keyword_product_only
ZergNet,Zergnet,Native Advertising,Advertising,zergnet,zergnet,0,0,0,0,0,0,keyword_vendor_product
blogadsde,blogadsde,Native Advertising,Advertising,blogadsde,blogadsde,0,0,0,0,0,0,keyword_vendor_product
DSPolitical,Blogads,Native Advertising,Advertising,dspolitical,blogads,0,0,0,0,0,0,keyword_product_only
Ligatus GmbH,Ligatus,Native Advertising,Advertising,ligatus,ligatus,0,0,0,0,0,0,keyword_product_only
LockerDome,Lockerdome,Native Advertising,Advertising,lockerdome,lockerdome,0,0,0,0,0,0,keyword_vendor_product
Outbrain,Outbrain Amplify,Native Advertising,Advertising,outbrain,outbrain_amplify,0,0,0,0,0,0,keyword_vendor_product
Newsmax Media Inc.,NewsMax Feed Network,Native Advertising,Advertising,newsmax_media,newsmax_feed_network,0,0,0,0,0,0,keyword_product_only
Content.ad,Contentad,Native Advertising,Advertising,content_ad,contentad,0,0,0,0,0,0,keyword_product_only
Adskeeper,AdsKeeper,Native Advertising,Advertising,adskeeper,adskeeper,0,0,0,0,0,0,keyword_vendor_product
Quantum Advertising,ElasticAd,Native Advertising,Advertising,quantum_advertising,elasticad,0,0,0,0,0,0,keyword_product_only
Engageya,Engageya,Native Advertising,Advertising,engageya,engageya,0,0,0,0,0,0,keyword_vendor_product
Virool,Virool,Native Advertising,Advertising,virool,virool,0,0,0,0,0,0,keyword_vendor_product
PubExchange,PubExchange,Native Advertising,Advertising,pubexchange,pubexchange,0,0,0,0,0,0,keyword_vendor_product
Kixer Inc.,Kixer,Native Advertising,Advertising,kixer,kixer,0,0,0,0,0,0,keyword_product_only
Verizon Media,Gravity,Native Advertising,Advertising,verizon_media,gravity,124,124,28,39,55,2,keyword_product_only
Yahoo!,Yahoo! Recommends,Native Advertising,Advertising,yahoo!,yahoo!_recommends,0,0,0,0,0,0,keyword_vendor_product
Outbrain,Outbrain Automatic Yield,Native Advertising,Advertising,outbrain,outbrain_automatic_yield,0,0,0,0,0,0,keyword_vendor_product
Ayboll,Ayboll,Native Advertising,Advertising,ayboll,ayboll,0,0,0,0,0,0,keyword_vendor_product
Newzmate,Newzmate,Native Advertising,Advertising,newzmate,newzmate,0,0,0,0,0,0,keyword_vendor_product
BoomAds,BoomAds,Native Advertising,Advertising,boomads,boomads,0,0,0,0,0,0,keyword_vendor_product
Earnify,Earnify,Native Advertising,Advertising,earnify,earnify,0,0,0,0,0,0,keyword_vendor_product
Speee Co. Ltd.,UZOU,Native Advertising,Advertising,speee,uzou,0,0,0,0,0,0,keyword_product_only
Yavli,Yavli,Native Advertising,Advertising,yavli,yavli,0,0,0,0,0,0,keyword_vendor_product
Specific Media,Specific Media,Other Advertising Software,Advertising,specific_media,specific_media,49,49,4,16,22,3,keyword_vendor_product
Oath Inc.,AOL Advertising,Other Advertising Software,Advertising,oath,aol_advertising,0,0,0,0,0,0,keyword_product_only
Cloud Technologies SA,OnAudience Mailing Exchange,Other Advertising Software,Advertising,cloud_technologies_sa,onaudience_mailing_exchange,0,0,0,0,0,0,keyword_product_only
33across Inc.,33Across,Other Advertising Software,Advertising,33across,33across,0,0,0,0,0,0,keyword_product_only
ADITION technologies,ADITION Technologies,Other Advertising Software,Advertising,adition,adition,0,0,0,0,0,0,keyword_vendor_product
Luminate,Luminate,Other Advertising Software,Advertising,luminate,luminate,0,0,0,0,0,0,keyword_vendor_product
CyberAgent Inc ADR,CyberAgent,Other Advertising Software,Advertising,cyberagent_inc_adr,cyberagent,1,1,0,0,1,0,keyword_product_only
Criteo,HookLogic,Other Advertising Software,Advertising,criteo,hooklogic,0,0,0,0,0,0,keyword_product_only
AdsWizz,Adswizz,Other Advertising Software,Advertising,adswizz,adswizz,0,0,0,0,0,0,keyword_vendor_product
33across Inc.,Tynt,Other Advertising Software,Advertising,33across,tynt,1,1,0,1,0,0,keyword_product_only
Scout Analytics,Scout Analytics,Other Advertising Software,Advertising,scout_analytics,scout_analytics,0,0,0,0,0,0,keyword_vendor_product
Underdog Media,Underdog Media,Other Advertising Software,Advertising,underdog_media,underdog_media,0,0,0,0,0,0,keyword_vendor_product
Xaxis LLC,Xaxis,Other Advertising Software,Advertising,xaxis,xaxis,0,0,0,0,0,0,keyword_product_only
Sourcepoint Technologies Inc,Sourcepoint Dialogue,Other Advertising Software,Advertising,sourcepoint,sourcepoint_dialogue,0,0,0,0,0,0,keyword_product_only
ViewBix Inc.,Viewbix,Other Advertising Software,Advertising,viewbix,viewbix,0,0,0,0,0,0,keyword_product_only
Freestar,Freestar,Other Advertising Software,Advertising,freestar,freestar,0,0,0,0,0,0,keyword_vendor_product
Admeld,AdMeld,Other Advertising Software,Advertising,admeld,admeld,0,0,0,0,0,0,keyword_vendor_product
Traverse Data,Traverse Data,Other Advertising Software,Advertising,traverse_data,traverse_data,30,30,3,11,14,0,keyword_vendor_product
3XCHANGE,3XChange,Other Advertising Software,Advertising,3xchange,3xchange,0,0,0,0,0,0,keyword_vendor_product
Button,Button,Other Advertising Software,Advertising,button,button,668,668,12,151,469,29,keyword_vendor_product
Adomik,Adomik,Other Advertising Software,Advertising,adomik,adomik,0,0,0,0,0,0,keyword_vendor_product
United Online Inc.,United Online,Other Advertising Software,Advertising,united_online,united_online,2,2,1,0,1,0,keyword_product_only
Verizon Media,AlephD,Other Advertising Software,Advertising,verizon_media,alephd,0,0,0,0,0,0,keyword_product_only
Amobee,Kontera,Other Advertising Software,Advertising,amobee,kontera,0,0,0,0,0,0,keyword_product_only
Sovrn Holdings Inc,OnScroll,Other Advertising Software,Advertising,sovrn_holdings,onscroll,1,1,0,0,1,0,keyword_product_only
FirstImpression,FirstImpression,Other Advertising Software,Advertising,firstimpression,firstimpression,0,0,0,0,0,0,keyword_vendor_product
FuelX Inc.,FuelX,Other Advertising Software,Advertising,fuelx,fuelx,0,0,0,0,0,0,keyword_product_only
Proper Media LLC,Proper Media,Other Advertising Software,Advertising,proper_media,proper_media,3,3,0,0,3,0,keyword_vendor_product
netsprint,Netsprint,Other Advertising Software,Advertising,netsprint,netsprint,2,2,0,2,0,0,keyword_vendor_product
AdsNative,Polymorph,Other Advertising Software,Advertising,adsnative,polymorph,23,23,15,5,3,0,keyword_product_only
PubGalaxy,PubGalaxy,Other Advertising Software,Advertising,pubgalaxy,pubgalaxy,0,0,0,0,0,0,keyword_vendor_product
Say Media,Tempest,Other Advertising Software,Advertising,say_media,tempest,1,1,0,0,1,0,keyword_product_only
Evolve Media LLC,Crowd Ignite,Other Advertising Software,Advertising,evolve_media,crowd_ignite,0,0,0,0,0,0,keyword_product_only
MyFinance Inc.,MyFinance,Other Advertising Software,Advertising,myfinance,myfinance,1,1,0,0,1,0,keyword_product_only
Crimtan,Crimtan,Other Advertising Software,Advertising,crimtan,crimtan,0,0,0,0,0,0,keyword_vendor_product
